year,tmID,confID,rank,playoff,firstRound,semis,finals,min,attend,win_rate,homeWin_rate,awayWin_rate,confW_rate,Offensive_Score,Defensive_Score,Heuristic_Score,color,team_predict_mean,team_post_mean,TeamScore_mean,last_3_years_history,coaches_win_rate,coaches_post,coaches_history,coaches_history_pos
3,SAC,0,6,0,-1.0,-1.0,-1.0,6575,144179,43.75,62.5,25.0,38.1,0.5986699453800401,0.46464203491086803,0.5316559901454541,blue,67.7295178571429,0.0,70.76250000000002,41.463228384005355,43.75,0.0,56.875,30.0
4,SAC,0,3,1,1.0,0.0,-1.0,6825,155578,55.88,70.59,41.18,54.17,0.6323689928000624,0.4796538358949924,0.5560114143475274,red,104.37474999999996,0.1247510499563445,100.85454545454546,43.343463944582595,56.94444444444444,25.0,62.93981481481481,35.0
5,SAC,0,4,1,1.0,0.0,-1.0,6900,147544,52.94,58.82,47.06,54.55,0.6268013270954595,0.45985490242609967,0.5433281147607796,red,97.16097916666665,0.11779095888257889,92.42083333333333,44.27814571785543,52.94117647058824,50.0,63.970588235294116,50.0
6,SAC,0,1,1,1.0,1.0,1.0,6800,145213,73.53,88.24,58.82,77.27,0.6218080395652874,0.48828064642371044,0.5550443429944989,gold,90.298875,0.12452980381456262,90.24166666666666,47.52857155444138,73.52941176470588,87.5,67.15686274509804,62.5
7,SAC,0,2,1,1.0,1.0,0.0,6875,147739,61.76,82.35,41.18,50.0,0.6280102367652162,0.4447003404874077,0.5363552886263119,silver,101.03347500000004,0.15974949641303252,97.89750000000001,47.032454624396934,61.76470588235294,66.66666666666666,65.80882352941177,63.541666666666664
8,SAC,0,3,1,0.0,-1.0,-1.0,6950,142575,55.88,70.59,41.18,54.55,0.6238249103793265,0.4271056456493694,0.525465278014348,red,96.27354166666662,0.14008761818274598,95.36041666666667,47.519408040494746,55.88235294117647,33.33333333333333,55.88235294117647,33.33333333333333
9,SAC,0,4,1,0.0,-1.0,-1.0,6800,139066,52.94,76.47,29.41,45.0,0.6084155914689834,0.42273842330081984,0.5155770073849016,red,93.4005961538462,0.11698615233060522,88.37307692307694,47.20139852729486,52.94117647058824,33.33333333333333,54.411764705882355,33.33333333333333
10,SAC,0,6,0,-1.0,-1.0,-1.0,6850,131654,35.29,41.18,29.41,30.0,0.6393889314725999,0.39640396929069993,0.5178964503816499,blue,89.83513461538463,0.0,88.20192307692308,45.5823925670746,32.967032967032964,0.0,52.59265244559362,36.52777777777777
4,SAS,0,6,0,-1.0,-1.0,-1.0,6825,176526,35.29,52.94,17.65,41.67,0.561252067907905,0.4477007954363793,0.5044764316721422,blue,96.74206818181815,0.0,101.56136363636365,51.0329200340179,38.63636363636363,0.0,52.24282296650718,6.666666666666667
5,SAS,0,7,0,-1.0,-1.0,-1.0,6875,142717,26.47,35.29,17.65,27.27,0.5905870068539619,0.4455881671371799,0.5180875869955709,blue,73.37695,0.0,70.76666666666667,43.33764858042451,30.28846153846154,0.0,40.144230769230774,0.0
6,SAS,0,7,0,-1.0,-1.0,-1.0,6800,135054,20.59,29.41,11.76,13.64,0.5578752072899215,0.4413006254571803,0.4995879163735509,blue,74.54577083333335,0.0,72.04166666666666,40.981974817456376,20.588235294117645,0.0,44.74264705882353,23.333333333333332
7,SAS,0,6,0,-1.0,-1.0,-1.0,6800,125749,38.24,35.29,41.18,50.0,0.6395185983229871,0.4245534350058785,0.5320360166644328,blue,89.85145000000003,0.0,89.3125,38.945090808894484,38.23529411764706,0.0,41.76470588235294,13.333333333333332
8,SAS,0,2,1,1.0,0.0,-1.0,6875,128680,58.82,52.94,64.71,59.09,0.6375863838004108,0.4429044420216693,0.54024541291104,red,94.75487499999994,0.18523287532694493,95.22749999999999,43.025589335435946,58.82352941176471,40.0,39.779411764705884,14.666666666666666
9,SAS,0,1,1,1.0,1.0,0.0,6850,135722,70.59,88.24,52.94,50.0,0.649864683816993,0.46849244998049716,0.5591785668987451,silver,88.0371875,0.12838816323073085,90.70625,46.146284999412366,70.58823529411765,44.44444444444444,47.64705882352941,23.555555555555554
10,SAS,0,4,1,0.0,-1.0,-1.0,6950,127957,44.12,58.82,29.41,50.0,0.660863225223852,0.4218206882228501,0.5413419567233511,red,119.65294444444436,0.15519058439613975,123.32222222222221,51.81612302645922,44.11764705882353,33.33333333333333,46.47058823529412,23.555555555555554
1,SEA,0,8,0,-1.0,-1.0,-1.0,6475,142594,18.75,25.0,12.5,19.05,0.4980961334653737,0.46951178051903564,0.4838039569922047,blue,64.14289285714287,0.0,61.34285714285715,30.913330549924677,18.75,0.0,18.75,0.0
2,SEA,0,8,0,-1.0,-1.0,-1.0,6550,95257,31.25,31.25,31.25,28.57,0.5444348893715869,0.4869054748283916,0.5156701820999893,blue,74.41284615384617,0.0,72.15384615384616,33.62404435894888,31.25,0.0,25.0,0.0
3,SEA,0,4,1,0.0,-1.0,-1.0,6450,111774,53.12,62.5,43.75,47.62,0.617114983556583,0.47777259062100297,0.5474437870887929,red,71.49641666666665,0.07921727204250839,73.27,34.71893687048072,53.125,0.0,34.375,0.0
4,SEA,0,5,0,-1.0,-1.0,-1.0,6850,120857,52.94,76.47,29.41,45.83,0.6517236176534373,0.4590954904859929,0.5554095540697152,blue,86.7920714285714,0.0,87.65178571428571,39.11569256523173,52.94117647058824,0.0,48.39154411764706,12.5
5,SEA,0,2,1,1.0,1.0,1.0,6825,134291,58.82,76.47,41.18,59.09,0.6503842816853598,0.4593687015510427,0.5548764916182012,gold,101.55845833333329,0.14608092607616946,94.06874999999998,42.774710924510394,58.82352941176471,75.0,50.477941176470594,25.0
6,SEA,0,2,1,0.0,-1.0,-1.0,6825,151150,58.82,82.35,35.29,59.09,0.6365088136872049,0.4425402034852318,0.5395245085862184,red,90.91471153846153,0.11130753851759144,90.58653846153842,45.659480788349704,58.82352941176471,33.33333333333333,56.617647058823536,31.666666666666664
7,SEA,0,4,1,0.0,-1.0,-1.0,6800,145664,52.94,52.94,52.94,50.0,0.637045953199683,0.42299397984869497,0.530019966524189,red,85.35800000000002,0.09350358063661073,83.65,44.98828490471117,52.94117647058824,33.33333333333333,55.95588235294118,28.333333333333332
8,SEA,0,4,1,0.0,-1.0,-1.0,6825,135553,50.0,70.59,29.41,50.0,0.6602759576239079,0.40998672054955754,0.5351313390867327,red,89.19780357142852,0.10954600680425569,88.92321428571428,44.12740476024164,50.0,0.0,54.70588235294118,28.333333333333332
9,SEA,0,2,1,0.0,-1.0,-1.0,6800,140503,64.71,94.12,35.29,65.0,0.6270055875858564,0.4529247032425596,0.539965145414208,red,89.18157142857142,0.1045365907427082,83.98035714285713,43.02644797993276,64.70588235294117,33.33333333333333,45.16495743034056,8.333333333333332
10,SEA,0,2,1,0.0,-1.0,-1.0,7025,133858,58.82,76.47,41.18,65.0,0.630925444878581,0.44271720978458823,0.5368213273315846,red,99.54294230769226,0.07955764656333765,95.72499999999998,45.04008154006732,58.82352941176471,33.33333333333333,47.89667182662539,13.333333333333332
1,UTA,0,5,0,-1.0,-1.0,-1.0,6400,103442,56.25,75.0,37.5,61.9,0.6296688740886077,0.42735614780702563,0.5285125109478167,blue,83.54657142857143,0.0,87.01964285714283,43.774077684045324,56.25,0.0,56.25,0.0
2,UTA,0,3,1,0.0,-1.0,-1.0,6475,110507,59.38,56.25,62.5,52.38,0.6118621788337248,0.46836874032996284,0.5401154595818438,red,92.90093750000007,0.14078787079125113,94.91249999999998,45.750192706918114,56.072874493927124,0.0,60.5199898785425,0.0
3,UTA,0,3,1,1.0,-1.0,-1.0,6450,118720,62.5,75.0,50.0,57.14,0.6201172710904022,0.44370839344496893,0.5319128322676856,red,84.65971153846156,0.1608064412478674,93.35961538461538,46.14871650742592,62.5,40.0,68.09210526315789,20.0
1,WAS,1,4,1,0.0,-1.0,-1.0,6400,244134,43.75,43.75,43.75,61.9,0.604674926362639,0.45543767807145696,0.5300563022170479,red,83.97276923076925,0.08819346277229698,82.7942307692308,41.66214353572392,43.333333333333336,0.0,43.333333333333336,0.0
2,WAS,1,8,0,-1.0,-1.0,-1.0,6500,246667,31.25,50.0,12.5,19.05,0.5318531849591055,0.47610048216830086,0.5039768335637032,blue,76.0823035714286,0.0,71.63035714285716,38.86465526196717,31.25,0.0,31.25,0.0
3,WAS,1,3,1,1.0,-1.0,-1.0,6450,259237,53.12,56.25,50.0,57.14,0.6185893834571623,0.4760245205036092,0.5473069519803857,red,72.884875,0.11819747755969372,72.86249999999998,38.14473799997484,53.125,60.0,53.125,60.0
4,WAS,1,7,0,-1.0,-1.0,-1.0,6875,238710,26.47,17.65,35.29,29.17,0.643193780990511,0.43040657120252745,0.5368001760965193,blue,75.67912499999998,0.0,78.63928571428572,37.453371136463915,26.47058823529412,0.0,39.79779411764706,30.0
5,WAS,1,4,1,0.0,-1.0,-1.0,6850,214448,50.0,64.71,35.29,45.0,0.6243165195198791,0.4544030088217707,0.5393597641708249,red,87.65414583333332,0.12737065164031394,86.04583333333333,39.861847656644464,50.0,33.33333333333333,50.0,33.33333333333333
6,WAS,1,5,0,-1.0,-1.0,-1.0,6900,171501,47.06,58.82,35.29,45.0,0.6250225659740001,0.4642650005472282,0.5446437832606141,blue,79.31813461538464,0.0,79.29230769230767,40.93303841057578,47.05882352941176,0.0,51.94852941176471,20.0
7,WAS,1,4,1,0.0,-1.0,-1.0,6850,133255,52.94,76.47,29.41,60.0,0.6700443290948966,0.4190321804159491,0.5445382547554228,red,92.54983333333335,0.09190244142298624,95.16666666666667,43.688891582415756,52.94117647058824,0.0,49.411764705882355,10.0
8,WAS,1,5,0,-1.0,-1.0,-1.0,6900,133255,47.06,47.06,47.06,40.0,0.6043536924956959,0.4270506317044015,0.5157021621000487,blue,75.79906666666668,0.0,76.70333333333336,42.127865315403966,26.666666666666668,0.0,45.747549019607845,0.0
9,WAS,1,6,0,-1.0,-1.0,-1.0,6825,154637,29.41,35.29,23.53,30.0,0.5705932901563844,0.4166102242006164,0.4936017571785004,blue,70.84476562500001,0.0,69.0140625,40.40631744567233,26.515151515151516,0.0,30.757575757575758,0.0
10,WAS,1,4,1,0.0,-1.0,-1.0,6875,192747,47.06,64.71,29.41,45.45,0.5945021379975544,0.4181422346789881,0.5063221863382712,red,100.23872916666666,0.12350936239804346,94.99374999999999,40.3711286564917,47.05882352941176,0.0,47.05882352941176,0.0
